-442.26497	-475.59831	100	2
-398.25892	-392.09271	100	2
-475.59831	-442.26497	100	2
-473.70804	-348.60494	100	2
-444.84053	-298.60494	100	2
-395.2977	-297.36342	100	2
-449.30635	-390.86991	100	2
-471.13249	-250	100	2
-391.21754	-443.48777	100	2
-296.98814	-441.10112	100	2
-348.95257	-467.88946	100	2
-238.56229	-370.33951	100	2
-248.03557	-473.21165	100	2
-293.143	-388.21644	100	2
-307.23371	-301.68469	100	2
-328.89793	-347.09661	100	2
-242.51721	-264.31847	100	2
-265.67264	-300.26147	100	2
-232.75615	-327.79645	100	2
-366.99979	-261.30608	100	2
-205.15301	-264.94657	100	2
-373.11778	-348.58622	100	2
-323.15566	-267.11696	100	2
-478.14282	-156.15332	100	2
-449.2753	-206.15332	100	2
-312.39458	-173.90014	100	2
-400.90487	-198.73902	100	2
-368.17219	-221.79997	100	2
-397.72441	-153.58658	100	2
-448.53462	-90.89954	100	2
-446.09484	-127.66755	100	2
-305.22555	-116.68746	100	2
-364.88341	-133.53259	100	2
-331.15331	-144.41655	100	2
-370.93824	-92.87313	100	2
-323.58278	-204.04954	100	2
-277.8698	-125.24382	100	2
-248.53268	-167.27129	100	2
-236.91936	-200.45461	100	2
-198.11546	-202.18014	100	2
-299.24157	-233.94138	100	2
-224.85873	-139.43814	100	2
-256.60903	-71.58555	100	2
-256.9786	-102.60622	100	2
-216.83391	-85.1921	100	2
-190.51992	-89.9053	100	2
-234.14593	-108.83269	100	2
-307.3954	-83.44718	100	2
-194.41106	-142.69464	100	2
-278.71108	-159.30344	100	2
-260.16419	-232.56611	100	2
-231.54128	-61.07736	100	2
-197.04131	-448.18175	100	2
-147.16368	-379.15615	100	2
-191.41317	-398.19428	100	2
-102.56909	-399.21569	100	2
-136.86603	-337.48265	100	2
-183.9961	-234.91974	100	2
-148.90446	-234.57366	100	2
-133.2067	-267.22849	100	2
-98.19184	-264.88351	100	2
-156.33745	-306.41477	100	2
-128.82726	-201.11405	100	2
-94.66821	-330.30314	100	2
-179.28111	-172.25333	100	2
-79.12477	-296.89028	100	2
-72.40407	-367.07862	100	2
-20.07795	-322.31612	100	2
-30.41983	-362.36372	100	2
-49.77728	-470.07207	100	2
-46.51874	-293.61815	100	2
-52.76795	-231.368	100	2
-81.78144	-232.77787	100	2
4.51898	-89.54408	100	2
-40.13188	-203.61375	100	2
-36.57232	-260.20151	100	2
-96.71909	-201.66324	100	2
-12.81478	-154.03862	100	2
-98.78301	-445.04217	100	2
-149.00573	-474.9701	100	2
-51.42164	-178.95992	100	2
-130.57936	-143.36974	100	2
-145.08454	-171.53332	100	2
-75.3809	-111.14716	100	2
-84.94327	-150.58703	100	2
-78.99536	-175.59954	100	2
-104.65989	-138.30266	100	2
-172.95463	-69.88199	100	2
-133.97467	-93.91211	100	2
-108.99789	-93.84033	100	2
-96.8529	-113.05863	100	2
-147.74915	-118.19749	100	2
-97.84773	-73.53317	100	2
-66.85833	-131.5077	100	2
-177.38427	-116.80239	100	2
-46.38836	-94.54434	100	2
-36.49409	-112.91351	100	2
-20.35124	-108.45884	100	2
-5.22548	-114.61726	100	2
-46.02714	-131.71049	100	2
-19.86594	-90.84698	100	2
-74.76581	-74.58509	100	2
-35.15825	-70.484	100	2
-24.2714	-65.21711	100	2
-8.60572	-73.63049	100	2
-34.88879	-82.74701	100	2
-15.97865	-66.60324	100	2
-9.50419	-58.67221	100	2
-64.44398	-92.98078	100	2
-36.53836	-154.15019	100	2
-146.04451	-72.4937	100	2
-8.26384	-84.65384	100	2
-193.19212	-303.78677	100	2
-42.58779	-61.87742	100	2
-177.63828	-47.92205	100	2
-406.21902	-76.15912	100	2
-339.37799	-70.51682	100	2
-408.90307	-37.97823	100	2
-340.50883	-34.41749	100	2
-279.67008	-60.98287	100	2
-119.7447	-35.07152	100	2
-221.49756	-43.41623	100	2
-136.38102	-55.35025	100	2
-143.53984	-39.10165	100	2
-121.2676	-52.27668	100	2
-280.45109	-29.45959	100	2
-66.29585	-58.93619	100	2
-51.904	-56.92797	100	2
-22.70358	-42.56733	100	2
-34.77659	-53.19918	100	2
-105.99819	-57.11737	100	2
-35.79272	-45.62983	100	2
-65.70309	-36.80971	100	2
-74.04756	-45.40323	100	2
-42.05769	-40.59703	100	2
-29.40388	-40.29979	100	2
-50.35777	-43.21694	100	2
-31.5265	-33.56227	100	2
-19.78895	-29.36991	100	2
-97.13014	-44.01877	100	2
-26.83978	-55.78157	100	2
-85.33343	-40.51167	100	2
-191.47251	-17.94665	100	2
-195.62145	-38.96174	100	2
-157.88698	-34.28517	100	2
-68.44943	-28.62241	100	2
-107.24733	-31.60273	100	2
-74.76689	-23.81036	100	2
-157.89635	-16.55874	100	2
-130.43703	-27.79686	100	2
-71.16396	-16.27114	100	2
-102.6114	-21.50414	100	2
-83.30642	-27.10609	100	2
-129.18848	-13.79986	100	2
-61.81047	-24.12092	100	2
-90.46721	-20.5146	100	2
-41.60019	-26.1799	100	2
-39.31915	-33.03055	100	2
-23.72096	-22.47168	100	2
-28.75753	-29.00238	100	2
-23.80126	-27.74595	100	2
-31.24491	-23.38021	100	2
-62.86189	-17.48331	100	2
-48.40151	-23.5612	100	2
-26.89347	-16.85235	100	2
-36.29492	-21.08946	100	2
-27.51429	-20.34239	100	2
-50.40497	-15.36101	100	2
-20.2284	-20.29304	100	2
-54.58991	-27.85615	100	2
-56.40516	-36.63164	100	2
-36.38266	-15.454	100	2
-21.15561	-50.47975	100	2
-230.90254	-22.40113	100	2
-17.13828	-33.42825	100	2
-7.69667	-33.25292	100	2
-11.97876	-31.47847	100	2
-16.32318	-25.84577	100	2
-14.01913	-20.37395	100	2
-11.29879	-22.29055	100	2
-7.28675	-25.49693	100	2
-10.26903	-25.50286	100	2
-12.46963	-27.38887	100	2
-9.19855	-21.12251	100	2
-10.89687	-41.18158	100	2
-16.84293	-22.04316	100	2
-6.88026	-22.75452	100	2
-4.58815	-30.70468	100	2
-2.35249	-25.98567	100	2
-5.23667	-27.03563	100	2
-1.18603	-39.33336	100	2
-1.9612	-23.86141	100	2
-5.59001	-19.39922	100	2
-5.18006	-21.41567	100	2
-1.63408	-17.54555	100	2
-2.39102	-19.30517	100	2
-3.28962	-22.00081	100	2
-9.00532	-18.86817	100	2
-1.24605	-31.34486	100	2
-6.53381	-37.75257	100	2
-12.11278	-51.98427	100	2
-3.22685	-18.39466	100	2
-14.12534	-17.65037	100	2
-10.21062	-17.16235	100	2
-5.66357	-16.69105	100	2
-6.81557	-17.08988	100	2
-7.09698	-18.48373	100	2
-7.55808	-15.93317	100	2
-15.7429	-15.78579	100	2
-12.05938	-16.69046	100	2
-5.02793	-15.07202	100	2
-9.04478	-15.62121	100	2
-5.68088	-15.62974	100	2
-12.46766	-14.6564	100	2
-4.75607	-16.95204	100	2
-20.42201	-16.8653	100	2
-2.4892	-15.9232	100	2
-2.97756	-16.40175	100	2
-1.87547	-16.07401	100	2
-1.44462	-16.4108	100	2
-4.40111	-18.26637	100	2
-1.79144	-15.5139	100	2
-3.61657	-14.75954	100	2
-4.16278	-15.35295	100	2
-1.94434	-14.71257	100	2
-2.61548	-15.3021	100	2
-2.12641	-15.1243	100	2
-2.95221	-14.83762	100	2
-1.44259	-15.41809	100	2
-3.90823	-16.17167	100	2
-2.65114	-17.31042	100	2
-6.7456	-15.10118	100	2
-2.14693	-20.61636	100	2
-17.21925	-38.63171	100	2
-7.33836	-46.62172	100	2
-5.12334	-14.31674	100	2
-0.74863	-178.22064	100	2
-480.5826	-52.71864	100	2
-0.29892	-28.20614	100	2
-13.18246	-202.98605	100	2
0.51912	-33.3882	100	2
0.35861	-23.47447	100	2
-0.95623	-16.12797	100	2
-1.17232	-16.99698	100	2
-0.47135	-16.99225	100	2
-0.04098	-17.29536	100	2
-0.2673	-18.72559	100	2
-0.46395	-16.35474	100	2
-0.67244	-20.8651	100	2
-1.33433	-18.57561	100	2
0.24645	-17.97643	100	2
0.15051	-19.7039	100	2
1.47386	-19.756	100	2
1.57149	-17.81732	100	2
0.50469	-21.86261	100	2
0.8491	-17.71904	100	2
0.80251	-15.9258	100	2
0.97105	-16.38112	100	2
1.36967	-16.33143	100	2
1.69071	-16.55118	100	2
0.61438	-16.59343	100	2
1.46081	-15.87593	100	2
1.72633	-15.71209	100	2
0.56167	-17.03797	100	2
2.05664	-27.5381	100	2
0.28373	-16.17316	100	2
-0.79337	-15.40056	100	2
-1.03823	-15.69536	100	2
0.04442	-15.42156	100	2
-0.18989	-15.60722	100	2
-0.0941	-16.05397	100	2
-0.48932	-15.40388	100	2
-0.02975	-15.18969	100	2
-0.39032	-15.09513	100	2
0.26278	-15.18283	100	2
0.58891	-15.36905	100	2
0.25361	-15.41469	100	2
0.51929	-15.17224	100	2
0.44601	-15.52516	100	2
-0.97644	-15.03538	100	2
0.75016	-15.35806	100	2
0.90596	-15.44495	100	2
1.04389	-15.31399	100	2
0.98798	-15.69726	100	2
0.49784	-15.81986	100	2
1.32022	-15.44037	100	2
1.24227	-15.14694	100	2
1.19847	-15.30959	100	2
1.49306	-15.15326	100	2
1.48902	-15.34989	100	2
1.82074	-15.31204	100	2
1.00436	-15.15134	100	2
1.68198	-15.44276	100	2
0.76388	-15.16125	100	2
1.24766	-15.69708	100	2
1.75972	-15.13808	100	2
-0.60068	-60.26222	100	2
-0.76746	-45.19998	100	2
3.34495	-21.25705	100	2
1.96234	-21.10723	100	2
2.32289	-24.93069	100	2
2.11096	-18.80219	100	2
2.01825	-15.83612	100	2
2.43457	-16.41334	100	2
2.50377	-17.02669	100	2
3.03963	-17.1869	100	2
1.96177	-17.14369	100	2
2.73305	-16.1568	100	2
3.65009	-17.91365	100	2
4.43164	-29.80446	100	2
3.36401	-16.68655	100	2
3.84124	-32.51584	100	2
3.35865	-18.8329	100	2
4.64404	-35.97168	100	2
0.80507	-69.1963	100	2
4.21397	-16.87536	100	2
3.34751	-15.94389	100	2
3.12662	-16.26981	100	2
4.33107	-15.85704	100	2
3.90287	-16.2535	100	2
3.7929	-16.65736	100	2
3.69486	-15.95677	100	2
4.25175	-16.18591	100	2
1.32191	-36.84404	100	2
2.07377	-16.2197	100	2
2.68816	-15.80172	100	2
2.13914	-15.40825	100	2
2.21175	-15.64781	100	2
2.5495	-15.41714	100	2
2.93662	-15.60113	100	2
2.46933	-15.65389	100	2
2.89111	-15.37598	100	2
2.01667	-15.147	100	2
2.28403	-15.29791	100	2
2.49063	-15.14753	100	2
2.72281	-15.33981	100	2
2.43681	-15.30072	100	2
2.73755	-15.15976	100	2
2.98918	-15.19593	100	2
1.99435	-15.32096	100	2
3.51779	-15.36963	100	2
3.70816	-15.45488	100	2
3.84045	-15.30933	100	2
3.83245	-15.68439	100	2
4.11978	-15.65224	100	2
4.14908	-15.41051	100	2
3.24836	-15.19608	100	2
3.51675	-15.16041	100	2
4.00833	-15.13584	100	2
4.28889	-15.31871	100	2
3.99405	-15.29711	100	2
4.25053	-15.14165	100	2
4.49462	-15.15286	100	2
3.33273	-15.4053	100	2
3.2024	-15.6303	100	2
2.25451	-15.14472	100	2
4.44965	-15.32992	100	2
4.38499	-47.76133	100	2
3.86547	-24.23298	100	2
3.7714	-15.14806	100	2
0.14434	-14.939	100	2
0.12722	-15.08634	100	2
0.38556	-15.09649	100	2
0.28022	-14.86262	100	2
0.061	-14.85566	100	2
-0.09142	-14.87991	100	2
0.74822	-14.86809	100	2
0.38588	-14.92362	100	2
0.625	-14.94418	100	2
0.51088	-14.8678	100	2
0.63373	-15.07576	100	2
-0.49913	-14.85017	100	2
1.11977	-14.94284	100	2
1.12421	-15.06585	100	2
1.6002	-14.93809	100	2
1.625	-15.07217	100	2
1.36806	-15.08109	100	2
1.36049	-14.92223	100	2
1.02202	-14.73912	100	2
0.99299	-14.86675	100	2
1.46069	-14.86032	100	2
1.23026	-14.86507	100	2
1.67845	-14.84784	100	2
1.80059	-14.84987	100	2
1.889	-14.94012	100	2
0.87322	-14.92392	100	2
0.88014	-15.08549	100	2
0.71356	-14.74194	100	2
-0.7812	-14.79374	100	2
-0.15861	-14.75242	100	2
0.35239	-14.63196	100	2
0.13317	-14.73066	100	2
0.26906	-14.73762	100	2
0.07217	-14.625	100	2
-0.33098	-14.52675	100	2
-0.34106	-14.69415	100	2
0.28868	-14.5	100	2
-0.06719	-14.62251	100	2
0.14434	-14.5	100	2
-0.85982	-14.47679	100	2
0.49557	-14.6308	100	2
-1.51273	-14.68565	100	2
0.7939	-14.6311	100	2
0.94092	-14.62962	100	2
1.2398	-14.62674	100	2
1.6024	-14.71832	100	2
0.55956	-14.74165	100	2
1.46797	-14.7308	100	2
1.38472	-14.62484	100	2
1.01188	-14.49737	100	2
1.87464	-14.49696	100	2
1.66288	-14.61356	100	2
1.80337	-14.61505	100	2
1.59026	-14.49452	100	2
1.86502	-14.72183	100	2
0.57619	-14.49885	100	2
1.17596	-14.73744	100	2
0.72053	-14.49885	100	2
2.00247	-14.73517	100	2
-0.16505	-15.0666	100	2
2.13237	-14.92309	100	2
2.13194	-15.08109	100	2
2.37257	-15.06363	100	2
2.375	-14.94443	100	2
2.49489	-14.8678	100	2
2.61989	-14.92338	100	2
2.95678	-14.85084	100	2
2.86483	-14.94107	100	2
2.8695	-15.07587	100	2
2.73471	-14.86445	100	2
2.61806	-15.0839	100	2
2.25737	-14.86752	100	2
3.39273	-14.92239	100	2
