905
1	3	4	1	2	-5.284591567
2	4	5	2	3	-5.241249453
3	5	6	3	4	-5.277636528
4	6	7	4	5	-5.237527054
5	7	8	5	6	-5.226447738
6	8	9	6	7	-5.265632314
7	9	10	7	8	-5.223156673
8	10	11	8	9	-5.250288614
9	11	12	9	10	-5.271208473
10	12	13	10	11	-5.324769783
11	13	14	11	12	-5.246949741
12	14	15	12	13	-5.303174379
13	15	16	13	14	-5.216585374
14	16	17	14	15	-5.274944368
15	17	18	15	16	-5.301121846
16	18	19	16	17	-5.287690594
17	19	20	17	18	-5.320111664
18	20	21	18	19	-5.277711166
19	21	22	19	20	-5.262966994
20	22	23	20	21	-5.277515095
21	23	24	21	22	-5.250788606
22	24	25	22	23	-5.28666114
23	25	26	23	24	-5.27447187
24	26	27	24	25	-5.221437502
25	27	28	25	26	-5.245810879
26	28	29	26	27	-5.261196214
27	29	30	27	28	-5.226011413
28	30	31	28	29	-5.228635155
29	31	32	29	30	-5.252902392
30	32	33	30	31	-5.229263786
31	33	34	31	32	-5.27520314
32	34	35	32	33	-5.29060887
33	35	36	33	34	-5.21428141
34	36	37	34	35	-5.302233233
35	37	38	35	36	-5.270520465
36	38	39	36	37	-5.217184646
37	39	40	37	38	-5.191938598
38	40	41	38	39	-5.276126142
39	41	42	39	40	-5.26140203
40	42	43	40	41	-5.247211795
41	43	44	41	42	-5.247329931
42	44	45	42	43	-5.254455233
43	45	46	43	44	-5.23889385
44	46	47	44	45	-5.236218993
45	47	48	45	46	-5.266411495
46	48	49	46	47	-5.271876949
47	49	50	47	48	-5.265286505
48	4	5	1	2	-1.313651471
49	5	6	2	3	-1.321801163
50	6	7	3	4	-1.315299037
51	7	8	4	5	-1.316589325
52	8	9	5	6	-1.319701771
53	9	10	6	7	-1.327352616
54	10	11	7	8	-1.332648346
55	11	12	8	9	-1.325413366
56	12	13	9	10	-1.339217285
57	13	14	10	11	-1.342219722
58	14	15	11	12	-1.354413554
59	15	16	12	13	-1.33265048
60	16	17	13	14	-1.311837176
61	17	18	14	15	-1.325787892
62	18	19	15	16	-1.315372162
63	19	20	16	17	-1.332112378
64	20	21	17	18	-1.327181206
65	21	22	18	19	-1.324090465
66	22	23	19	20	-1.319236085
67	23	24	20	21	-1.326226595
68	24	25	21	22	-1.330262544
69	25	26	22	23	-1.344525324
70	26	27	23	24	-1.331745432
71	27	28	24	25	-1.334430071
72	28	29	25	26	-1.333079588
73	29	30	26	27	-1.32224872
74	30	31	27	28	-1.329185848
75	31	32	28	29	-1.320555279
76	32	33	29	30	-1.319911672
77	33	34	30	31	-1.321470169
78	34	35	31	32	-1.327477964
79	35	36	32	33	-1.314821112
80	36	37	33	34	-1.31743001
81	37	38	34	35	-1.320130508
82	38	39	35	36	-1.325629234
83	39	40	36	37	-1.318063457
84	40	41	37	38	-1.316269446
85	41	42	38	39	-1.320140155
86	42	43	39	40	-1.313976304
87	43	44	40	41	-1.327806378
88	44	45	41	42	-1.319840878
89	45	46	42	43	-1.319023988
90	46	47	43	44	-1.322476566
91	47	48	44	45	-1.331843586
92	48	49	45	46	-1.317449884
93	49	50	46	47	-1.31758868
94	5	6	1	2	-0.532369731
95	6	7	2	3	-0.533509149
96	7	8	3	4	-0.53395088
97	8	9	4	5	-0.532164071
98	9	10	5	6	-0.529775974
99	10	11	6	7	-0.527795992
100	11	12	7	8	-0.535993885
101	12	13	8	9	-0.540055264
102	13	14	9	10	-0.544377711
103	14	15	10	11	-0.542114626
104	15	16	11	12	-0.535599346
105	16	17	12	13	-0.524847525
106	17	18	13	14	-0.518482454
107	18	19	14	15	-0.51459666
108	19	20	15	16	-0.513646876
109	20	21	16	17	-0.518510738
110	21	22	17	18	-0.512177781
111	22	23	18	19	-0.516512357
112	23	24	19	20	-0.52191248
113	24	25	20	21	-0.531754491
114	25	26	21	22	-0.543608532
115	26	27	22	23	-0.541853429
116	27	28	23	24	-0.534996069
117	28	29	24	25	-0.537399667
118	29	30	25	26	-0.533212867
119	30	31	26	27	-0.52847298
120	31	32	27	28	-0.532902374
121	32	33	28	29	-0.53682548
122	33	34	29	30	-0.530471333
123	34	35	30	31	-0.531161234
124	35	36	31	32	-0.531272527
125	36	37	32	33	-0.529911602
126	37	38	33	34	-0.5279145
127	38	39	34	35	-0.523544333
128	39	40	35	36	-0.535960782
129	40	41	36	37	-0.532583946
130	41	42	37	38	-0.525777616
131	42	43	38	39	-0.530581689
132	43	44	39	40	-0.528992964
133	44	45	40	41	-0.530536258
134	45	46	41	42	-0.528889403
135	46	47	42	43	-0.524584226
136	47	48	43	44	-0.529615619
137	48	49	44	45	-0.526452607
138	49	50	45	46	-0.52687577
139	5	7	1	3	-2.639192115
140	6	8	2	4	-2.642593968
141	7	9	3	5	-2.648641388
142	8	10	4	6	-2.638451833
143	9	11	5	7	-2.648835046
144	10	12	6	8	-2.664817518
145	11	13	7	9	-2.688410174
146	12	14	8	10	-2.695069849
147	13	15	9	11	-2.691152906
148	14	16	10	12	-2.688302667
149	15	17	11	13	-2.650454705
150	16	18	12	14	-2.597717086
151	17	19	13	15	-2.572599562
152	18	20	14	16	-2.594251383
153	19	21	15	17	-2.613448293
154	20	22	16	18	-2.589396617
155	21	23	17	19	-2.608943146
156	22	24	18	20	-2.611501055
157	23	25	19	21	-2.627614216
158	24	26	20	22	-2.658719392
159	25	27	21	23	-2.686895278
160	26	28	22	24	-2.680517184
161	27	29	23	25	-2.688785177
162	28	30	24	26	-2.649633126
163	29	31	25	27	-2.670507419
164	30	32	26	28	-2.654718172
165	31	33	27	29	-2.655368498
166	32	34	28	30	-2.627705217
167	33	35	29	31	-2.639182854
168	34	36	30	32	-2.665414108
