905
1	3	4	1	2
2	4	5	2	3
3	5	6	3	4
4	6	7	4	5
5	7	8	5	6
6	8	9	6	7
7	9	10	7	8
8	10	11	8	9
9	11	12	9	10
10	12	13	10	11
11	13	14	11	12
12	14	15	12	13
13	15	16	13	14
14	16	17	14	15
15	17	18	15	16
16	18	19	16	17
17	19	20	17	18
18	20	21	18	19
19	21	22	19	20
20	22	23	20	21
21	23	24	21	22
22	24	25	22	23
23	25	26	23	24
24	26	27	24	25
25	27	28	25	26
26	28	29	26	27
27	29	30	27	28
28	30	31	28	29
29	31	32	29	30
30	32	33	30	31
31	33	34	31	32
32	34	35	32	33
33	35	36	33	34
34	36	37	34	35
35	37	38	35	36
36	38	39	36	37
37	39	40	37	38
38	40	41	38	39
39	41	42	39	40
40	42	43	40	41
41	43	44	41	42
42	44	45	42	43
43	45	46	43	44
44	46	47	44	45
45	47	48	45	46
46	48	49	46	47
47	49	50	47	48
48	4	5	1	2
49	5	6	2	3
50	6	7	3	4
51	7	8	4	5
52	8	9	5	6
53	9	10	6	7
54	10	11	7	8
55	11	12	8	9
56	12	13	9	10
57	13	14	10	11
58	14	15	11	12
59	15	16	12	13
60	16	17	13	14
61	17	18	14	15
62	18	19	15	16
63	19	20	16	17
64	20	21	17	18
65	21	22	18	19
66	22	23	19	20
67	23	24	20	21
68	24	25	21	22
69	25	26	22	23
70	26	27	23	24
71	27	28	24	25
72	28	29	25	26
73	29	30	26	27
74	30	31	27	28
75	31	32	28	29
76	32	33	29	30
77	33	34	30	31
78	34	35	31	32
79	35	36	32	33
80	36	37	33	34
81	37	38	34	35
82	38	39	35	36
83	39	40	36	37
84	40	41	37	38
85	41	42	38	39
86	42	43	39	40
87	43	44	40	41
88	44	45	41	42
89	45	46	42	43
90	46	47	43	44
91	47	48	44	45
92	48	49	45	46
93	49	50	46	47
94	5	6	1	2
95	6	7	2	3
96	7	8	3	4
97	8	9	4	5
98	9	10	5	6
99	10	11	6	7
100	11	12	7	8
101	12	13	8	9
102	13	14	9	10
103	14	15	10	11
104	15	16	11	12
105	16	17	12	13
106	17	18	13	14
107	18	19	14	15
108	19	20	15	16
109	20	21	16	17
110	21	22	17	18
111	22	23	18	19
112	23	24	19	20
113	24	25	20	21
114	25	26	21	22
115	26	27	22	23
116	27	28	23	24
117	28	29	24	25
118	29	30	25	26
119	30	31	26	27
120	31	32	27	28
121	32	33	28	29
122	33	34	29	30
123	34	35	30	31
124	35	36	31	32
125	36	37	32	33
126	37	38	33	34
127	38	39	34	35
128	39	40	35	36
129	40	41	36	37
130	41	42	37	38
131	42	43	38	39
132	43	44	39	40
133	44	45	40	41
134	45	46	41	42
135	46	47	42	43
136	47	48	43	44
137	48	49	44	45
138	49	50	45	46
139	5	7	1	3
140	6	8	2	4
141	7	9	3	5
142	8	10	4	6
143	9	11	5	7
144	10	12	6	8
145	11	13	7	9
146	12	14	8	10
147	13	15	9	11
148	14	16	10	12
149	15	17	11	13
150	16	18	12	14
151	17	19	13	15
152	18	20	14	16
153	19	21	15	17
154	20	22	16	18
155	21	23	17	19
156	22	24	18	20
157	23	25	19	21
158	24	26	20	22
159	25	27	21	23
160	26	28	22	24
161	27	29	23	25
162	28	30	24	26
163	29	31	25	27
164	30	32	26	28
165	31	33	27	29
166	32	34	28	30
167	33	35	29	31
168	34	36	30	32
169	35	37	31	33
170	36	38	32	34
171	37	39	33	35
172	38	40	34	36
173	39	41	35	37
174	40	42	36	38
175	41	43	37	39
176	42	44	38	40
177	43	45	39	41
178	44	46	40	42
179	45	47	41	43
180	46	48	42	44
181	47	49	43	45
182	48	50	44	46
183	7	9	1	3
184	8	10	2	4
185	9	11	3	5
186	10	12	4	6
187	11	13	5	7
188	12	14	6	8
189	13	15	7	9
190	14	16	8	10
191	15	17	9	11
192	16	18	10	12
193	17	19	11	13
194	18	20	12	14
195	19	21	13	15
196	20	22	14	16
197	21	23	15	17
198	22	24	16	18
199	23	25	17	19
200	24	26	18	20
201	25	27	19	21
202	26	28	20	22
203	27	29	21	23
204	28	30	22	24
205	29	31	23	25
206	30	32	24	26
207	31	33	25	27
208	32	34	26	28
209	33	35	27	29
210	34	36	28	30
211	35	37	29	31
212	36	38	30	32
213	37	39	31	33
214	38	40	32	34
215	39	41	33	35
216	40	42	34	36
217	41	43	35	37
218	42	44	36	38
219	43	45	37	39
220	44	46	38	40
221	45	47	39	41
222	46	48	40	42
223	47	49	41	43
224	48	50	42	44
225	9	11	1	3
226	10	12	2	4
227	11	13	3	5
228	12	14	4	6
229	13	15	5	7
230	14	16	6	8
231	15	17	7	9
232	16	18	8	10
233	17	19	9	11
234	18	20	10	12
235	19	21	11	13
236	20	22	12	14
237	21	23	13	15
238	22	24	14	16
239	23	25	15	17
240	24	26	16	18
241	25	27	17	19
242	26	28	18	20
243	27	29	19	21
244	28	30	20	22
245	29	31	21	23
246	30	32	22	24
247	31	33	23	25
248	32	34	24	26
249	33	35	25	27
250	34	36	26	28
251	35	37	27	29
252	36	38	28	30
253	37	39	29	31
254	38	40	30	32
255	39	41	31	33
256	40	42	32	34
257	41	43	33	35
258	42	44	34	36
259	43	45	35	37
260	44	46	36	38
261	45	47	37	39
262	46	48	38	40
263	47	49	39	41
264	48	50	40	42
265	7	10	1	4
266	8	11	2	5
267	9	12	3	6
268	10	13	4	7
269	11	14	5	8
270	12	15	6	9
271	13	16	7	10
272	14	17	8	11
273	15	18	9	12
274	16	19	10	13
275	17	20	11	14
276	18	21	12	15
277	19	22	13	16
278	20	23	14	17
279	21	24	15	18
280	22	25	16	19
281	23	26	17	20
282	24	27	18	21
283	25	28	19	22
284	26	29	20	23
285	27	30	21	24
286	28	31	22	25
287	29	32	23	26
288	30	33	24	27
289	31	34	25	28
290	32	35	26	29
291	33	36	27	30
292	34	37	28	31
293	35	38	29	32
294	36	39	30	33
295	37	40	31	34
296	38	41	32	35
297	39	42	33	36
298	40	43	34	37
299	41	44	35	38
300	42	45	36	39
301	43	46	37	40
302	44	47	38	41
303	45	48	39	42
304	46	49	40	43
305	47	50	41	44
306	10	13	1	4
307	11	14	2	5
308	12	15	3	6
309	13	16	4	7
310	14	17	5	8
311	15	18	6	9
312	16	19	7	10
313	17	20	8	11
314	18	21	9	12
315	19	22	10	13
316	20	23	11	14
317	21	24	12	15
318	22	25	13	16
319	23	26	14	17
320	24	27	15	18
321	25	28	16	19
322	26	29	17	20
323	27	30	18	21
324	28	31	19	22
325	29	32	20	23
326	30	33	21	24
327	31	34	22	25
328	32	35	23	26
329	33	36	24	27
330	34	37	25	28
331	35	38	26	29
332	36	39	27	30
333	37	40	28	31
334	38	41	29	32
335	39	42	30	33
336	40	43	31	34
337	41	44	32	35
338	42	45	33	36
339	43	46	34	37
340	44	47	35	38
341	45	48	36	39
342	46	49	37	40
343	47	50	38	41
344	13	16	1	4
345	14	17	2	5
346	15	18	3	6
347	16	19	4	7
348	17	20	5	8
349	18	21	6	9
350	19	22	7	10
351	20	23	8	11
352	21	24	9	12
353	22	25	10	13
354	23	26	11	14
355	24	27	12	15
356	25	28	13	16
357	26	29	14	17
358	27	30	15	18
359	28	31	16	19
360	29	32	17	20
361	30	33	18	21
362	31	34	19	22
363	32	35	20	23
364	33	36	21	24
365	34	37	22	25
366	35	38	23	26
367	36	39	24	27
368	37	40	25	28
369	38	41	26	29
370	39	42	27	30
371	40	43	28	31
372	41	44	29	32
373	42	45	30	33
374	43	46	31	34
375	44	47	32	35
376	45	48	33	36
377	46	49	34	37
378	47	50	35	38
379	9	13	1	5
380	10	14	2	6
381	11	15	3	7
382	12	16	4	8
383	13	17	5	9
384	14	18	6	10
385	15	19	7	11
386	16	20	8	12
387	17	21	9	13
388	18	22	10	14
389	19	23	11	15
390	20	24	12	16
391	21	25	13	17
392	22	26	14	18
393	23	27	15	19
394	24	28	16	20
395	25	29	17	21
396	26	30	18	22
397	27	31	19	23
398	28	32	20	24
399	29	33	21	25
400	30	34	22	26
401	31	35	23	27
402	32	36	24	28
403	33	37	25	29
404	34	38	26	30
405	35	39	27	31
406	36	40	28	32
407	37	41	29	33
408	38	42	30	34
409	39	43	31	35
410	40	44	32	36
411	41	45	33	37
412	42	46	34	38
413	43	47	35	39
414	44	48	36	40
415	45	49	37	41
416	46	50	38	42
417	13	17	1	5
418	14	18	2	6
419	15	19	3	7
420	16	20	4	8
421	17	21	5	9
422	18	22	6	10
423	19	23	7	11
424	20	24	8	12
425	21	25	9	13
426	22	26	10	14
427	23	27	11	15
428	24	28	12	16
429	25	29	13	17
430	26	30	14	18
431	27	31	15	19
432	28	32	16	20
433	29	33	17	21
434	30	34	18	22
435	31	35	19	23
436	32	36	20	24
437	33	37	21	25
438	34	38	22	26
439	35	39	23	27
440	36	40	24	28
441	37	41	25	29
442	38	42	26	30
443	39	43	27	31
444	40	44	28	32
445	41	45	29	33
446	42	46	30	34
447	43	47	31	35
448	44	48	32	36
449	45	49	33	37
450	46	50	34	38
451	17	21	1	5
452	18	22	2	6
453	19	23	3	7
454	20	24	4	8
455	21	25	5	9
456	22	26	6	10
457	23	27	7	11
458	24	28	8	12
459	25	29	9	13
460	26	30	10	14
461	27	31	11	15
462	28	32	12	16
463	29	33	13	17
464	30	34	14	18
465	31	35	15	19
466	32	36	16	20
467	33	37	17	21
468	34	38	18	22
469	35	39	19	23
470	36	40	20	24
471	37	41	21	25
472	38	42	22	26
473	39	43	23	27
474	40	44	24	28
475	41	45	25	29
476	42	46	26	30
477	43	47	27	31
478	44	48	28	32
479	45	49	29	33
480	46	50	30	34
481	11	16	1	6
482	12	17	2	7
483	13	18	3	8
484	14	19	4	9
485	15	20	5	10
486	16	21	6	11
487	17	22	7	12
488	18	23	8	13
489	19	24	9	14
490	20	25	10	15
491	21	26	11	16
492	22	27	12	17
493	23	28	13	18
494	24	29	14	19
495	25	30	15	20
496	26	31	16	21
497	27	32	17	22
498	28	33	18	23
499	29	34	19	24
500	30	35	20	25
501	31	36	21	26
502	32	37	22	27
503	33	38	23	28
504	34	39	24	29
505	35	40	25	30
506	36	41	26	31
507	37	42	27	32
508	38	43	28	33
509	39	44	29	34
510	40	45	30	35
511	41	46	31	36
512	42	47	32	37
513	43	48	33	38
514	44	49	34	39
515	45	50	35	40
516	16	21	1	6
517	17	22	2	7
518	18	23	3	8
519	19	24	4	9
520	20	25	5	10
521	21	26	6	11
522	22	27	7	12
523	23	28	8	13
524	24	29	9	14
525	25	30	10	15
526	26	31	11	16
527	27	32	12	17
528	28	33	13	18
