1082
1	2	3	1	4	15.71640963
2	3	4	2	5	15.60060681
3	4	5	3	6	15.88251819
4	5	6	4	7	15.61069487
5	6	7	5	8	15.92207299
6	7	8	6	9	15.77664848
7	8	9	7	10	15.6823516
8	9	10	8	11	15.90275631
9	10	11	9	12	15.35620372
10	11	12	10	13	15.85209141
11	12	13	11	14	15.85310358
12	13	14	12	15	15.55899353
13	14	15	13	16	15.49332954
14	15	16	14	17	15.43892794
15	16	17	15	18	15.45643152
16	17	18	16	19	15.72462516
17	18	19	17	20	15.25964638
18	19	20	18	21	15.63348021
19	20	21	19	22	15.35107046
20	21	22	20	23	15.55195361
21	22	23	21	24	15.50660764
22	23	24	22	25	15.69777095
23	24	25	23	26	15.85981341
24	25	26	24	27	15.75345295
25	26	27	25	28	15.80380441
26	27	28	26	29	15.85082122
27	28	29	27	30	15.70569744
28	29	30	28	31	16.00720461
29	30	31	29	32	15.77095652
30	31	32	30	33	15.55300383
31	32	33	31	34	15.93637
32	33	34	32	35	15.84703595
33	34	35	33	36	15.7517219
34	35	36	34	37	15.62927338
35	36	37	35	38	15.96515203
36	37	38	36	39	15.61703807
37	38	39	37	40	15.89470895
38	39	40	38	41	16.00407553
39	40	41	39	42	15.65999069
40	41	42	40	43	15.43553896
41	42	43	41	44	15.89348644
42	43	44	42	45	15.86594554
43	44	45	43	46	15.75015749
44	45	46	44	47	15.63756011
45	46	47	45	48	15.85375655
46	47	48	46	49	15.57450454
47	48	49	47	50	15.7121198
48	3	4	1	6	5.252126719
49	4	5	2	7	5.277664298
50	5	6	3	8	5.359583885
51	6	7	4	9	5.248722951
52	7	8	5	10	5.238774669
53	8	9	6	11	5.32785005
54	9	10	7	12	5.226795944
55	10	11	8	13	5.287713237
56	11	12	9	14	5.236810287
57	12	13	10	15	5.153294725
58	13	14	11	16	5.181797871
59	14	15	12	17	5.214752668
60	15	16	13	18	5.041384958
61	16	17	14	19	5.041217683
62	17	18	15	20	4.969482678
63	18	19	16	21	5.01368612
64	19	20	17	22	5.094943981
65	20	21	18	23	5.076958655
66	21	22	19	24	5.174316892
