905
1	3	4	1	2	-5.197282012
2	4	5	2	3	-5.091063809
3	5	6	3	4	-5.305823473
4	6	7	4	5	-5.110791662
5	7	8	5	6	-5.101237202
6	8	9	6	7	-5.106328273
7	9	10	7	8	-5.264506052
8	10	11	8	9	-5.256195944
9	11	12	9	10	-5.123770337
10	12	13	10	11	-5.148955015
11	13	14	11	12	-5.128583796
12	14	15	12	13	-5.289415854
13	15	16	13	14	-5.25306039
14	16	17	14	15	-5.39458796
15	17	18	15	16	-5.247931216
16	18	19	16	17	-5.3030885
17	19	20	17	18	-5.373475735
18	20	21	18	19	-5.366882999
19	21	22	19	20	-5.275447514
20	22	23	20	21	-5.314066213
21	23	24	21	22	-5.295013756
22	24	25	22	23	-5.326680916
23	25	26	23	24	-5.305765717
24	26	27	24	25	-5.511281594
25	27	28	25	26	-5.132727713
26	28	29	26	27	-5.158741858
27	29	30	27	28	-5.225952983
28	30	31	28	29	-5.178790953
29	31	32	29	30	-5.181830721
30	32	33	30	31	-4.943964702
31	33	34	31	32	-5.252275772
32	34	35	32	33	-4.958203562
33	35	36	33	34	-5.485504124
34	36	37	34	35	-5.268836349
35	37	38	35	36	-5.245675736
36	38	39	36	37	-5.193782025
37	39	40	37	38	-5.28736605
38	40	41	38	39	-5.277759348
39	41	42	39	40	-5.357116184
40	42	43	40	41	-5.139493442
41	43	44	41	42	-5.233933529
42	44	45	42	43	-5.357569409
43	45	46	43	44	-5.221570682
44	46	47	44	45	-5.050744352
45	47	48	45	46	-5.272237984
46	48	49	46	47	-5.254352671
47	49	50	47	48	-5.341482457
48	4	5	1	2	-1.342417405
49	5	6	2	3	-1.322266793
50	6	7	3	4	-1.335526722
51	7	8	4	5	-1.348991035
52	8	9	5	6	-1.309051384
53	9	10	6	7	-1.323323514
54	10	11	7	8	-1.317474562
55	11	12	8	9	-1.346925492
56	12	13	9	10	-1.376254309
57	13	14	10	11	-1.331203804
58	14	15	11	12	-1.325132556
59	15	16	12	13	-1.32075405
60	16	17	13	14	-1.329791532
61	17	18	14	15	-1.370593391
62	18	19	15	16	-1.320519566
63	19	20	16	17	-1.297726018
64	20	21	17	18	-1.353001358
65	21	22	18	19	-1.346442794
66	22	23	19	20	-1.331798048
67	23	24	20	21	-1.370859911
68	24	25	21	22	-1.326720741
69	25	26	22	23	-1.314675169
70	26	27	23	24	-1.344642522
71	27	28	24	25	-1.308198643
72	28	29	25	26	-1.287603009
73	29	30	26	27	-1.375949334
74	30	31	27	28	-1.324336777
75	31	32	28	29	-1.353681041
76	32	33	29	30	-1.291323302
77	33	34	30	31	-1.370382427
78	34	35	31	32	-1.336184239
79	35	36	32	33	-1.329050383
80	36	37	33	34	-1.332480129
81	37	38	34	35	-1.308778418
82	38	39	35	36	-1.316222417
83	39	40	36	37	-1.284643952
84	40	41	37	38	-1.301851874
85	41	42	38	39	-1.30270503
86	42	43	39	40	-1.325477834
87	43	44	40	41	-1.325870108
88	44	45	41	42	-1.33289444
89	45	46	42	43	-1.299391834
90	46	47	43	44	-1.337492297
91	47	48	44	45	-1.327951482
92	48	49	45	46	-1.360926308
93	49	50	46	47	-1.357198071
94	5	6	1	2	-0.539600123
95	6	7	2	3	-0.50492841
96	7	8	3	4	-0.55306373
97	8	9	4	5	-0.55380425
98	9	10	5	6	-0.499496259
99	10	11	6	7	-0.525495004
100	11	12	7	8	-0.533395404
101	12	13	8	9	-0.512440382
102	13	14	9	10	-0.532086051
103	14	15	10	11	-0.554866273
104	15	16	11	12	-0.540564331
105	16	17	12	13	-0.535396635
106	17	18	13	14	-0.517082961
107	18	19	14	15	-0.524327055
108	19	20	15	16	-0.513336335
109	20	21	16	17	-0.539922665
110	21	22	17	18	-0.506519684
111	22	23	18	19	-0.524581502
112	23	24	19	20	-0.521738017
113	24	25	20	21	-0.517524549
114	25	26	21	22	-0.540349607
115	26	27	22	23	-0.529710808
116	27	28	23	24	-0.544903048
117	28	29	24	25	-0.542626977
118	29	30	25	26	-0.519458308
119	30	31	26	27	-0.53669187
120	31	32	27	28	-0.521444894
121	32	33	28	29	-0.526999918
122	33	34	29	30	-0.541335162
123	34	35	30	31	-0.532178514
124	35	36	31	32	-0.52219312
125	36	37	32	33	-0.533794844
126	37	38	33	34	-0.526140727
127	38	39	34	35	-0.525429284
128	39	40	35	36	-0.545516526
129	40	41	36	37	-0.507729464
130	41	42	37	38	-0.547928604
131	42	43	38	39	-0.520679479
132	43	44	39	40	-0.518204861
133	44	45	40	41	-0.509238069
134	45	46	41	42	-0.522396565
135	46	47	42	43	-0.525379451
136	47	48	43	44	-0.545935483
137	48	49	44	45	-0.538806006
138	49	50	45	46	-0.521789416
139	5	7	1	3	-2.726278497
140	6	8	2	4	-2.667816621
141	7	9	3	5	-2.65231892
142	8	10	4	6	-2.61489809
143	9	11	5	7	-2.650199637
144	10	12	6	8	-2.595558631
145	11	13	7	9	-2.598464605
146	12	14	8	10	-2.746964834
147	13	15	9	11	-2.72098872
148	14	16	10	12	-2.669765296
149	15	17	11	13	-2.58381254
150	16	18	12	14	-2.594297154
151	17	19	13	15	-2.582061729
152	18	20	14	16	-2.682721516
153	19	21	15	17	-2.61376498
154	20	22	16	18	-2.629802404
155	21	23	17	19	-2.59235561
156	22	24	18	20	-2.626093008
157	23	25	19	21	-2.666041621
158	24	26	20	22	-2.724078429
159	25	27	21	23	-2.705533933
160	26	28	22	24	-2.647157211
161	27	29	23	25	-2.744956312
162	28	30	24	26	-2.668489788
163	29	31	25	27	-2.576843267
164	30	32	26	28	-2.613719048
165	31	33	27	29	-2.700280063
166	32	34	28	30	-2.734929985
167	33	35	29	31	-2.639839402
168	34	36	30	32	-2.591617497
169	35	37	31	33	-2.618764229
170	36	38	32	34	-2.620414726
171	37	39	33	35	-2.65515896
172	38	40	34	36	-2.579592873
173	39	41	35	37	-2.693341662
174	40	42	36	38	-2.681052428
175	41	43	37	39	-2.670221812
176	42	44	38	40	-2.669814846
177	43	45	39	41	-2.642614356
178	44	46	40	42	-2.747736199
179	45	47	41	43	-2.602943538
180	46	48	42	44	-2.605131334
181	47	49	43	45	-2.628690563
182	48	50	44	46	-2.676318441
183	7	9	1	3	-0.685973809
184	8	10	2	4	-0.678514531
185	9	11	3	5	-0.670235277
186	10	12	4	6	-0.678611787
187	11	13	5	7	-0.66800516
188	12	14	6	8	-0.695165038
189	13	15	7	9	-0.692497737
190	14	16	8	10	-0.677041554
191	15	17	9	11	-0.648726451
192	16	18	10	12	-0.613889918
193	17	19	11	13	-0.591845781
194	18	20	12	14	-0.547496131
195	19	21	13	15	-0.556978245
196	20	22	14	16	-0.562307166
197	21	23	15	17	-0.548501701
198	22	24	16	18	-0.565572715
199	23	25	17	19	-0.578174469
200	24	26	18	20	-0.608737589
201	25	27	19	21	-0.651339483
202	26	28	20	22	-0.682610316
203	27	29	21	23	-0.680334063
204	28	30	22	24	-0.702589125
205	29	31	23	25	-0.672712336
206	30	32	24	26	-0.667454546
207	31	33	25	27	-0.678935236
208	32	34	26	28	-0.692032699
209	33	35	27	29	-0.670109848
210	34	36	28	30	-0.683827871
211	35	37	29	31	-0.645878618
212	36	38	30	32	-0.647449857
213	37	39	31	33	-0.65553172
214	38	40	32	34	-0.691568302
215	39	41	33	35	-0.667590689
216	40	42	34	36	-0.660101331
217	41	43	35	37	-0.660559636
218	42	44	36	38	-0.684158907
219	43	45	37	39	-0.639986613
220	44	46	38	40	-0.674588003
221	45	47	39	41	-0.657284289
222	46	48	40	42	-0.651189382
223	47	49	41	43	-0.676884578
224	48	50	42	44	-0.657254468
225	9	11	1	3	-0.267953958
226	10	12	2	4	-0.27828008
227	11	13	3	5	-0.278072431
228	12	14	4	6	-0.277233191
229	13	15	5	7	-0.277091897
230	14	16	6	8	-0.259402388
231	15	17	7	9	-0.252985123
232	16	18	8	10	-0.225203002
233	17	19	9	11	-0.200814285
234	18	20	10	12	-0.192824504
235	19	21	11	13	-0.17775912
236	20	22	12	14	-0.175953819
237	21	23	13	15	-0.178392546
238	22	24	14	16	-0.173950754
239	23	25	15	17	-0.178862107
240	24	26	16	18	-0.195143926
241	25	27	17	19	-0.209779718
242	26	28	18	20	-0.227912666
243	27	29	19	21	-0.256939931
244	28	30	20	22	-0.27505666
245	29	31	21	23	-0.276481973
246	30	32	22	24	-0.277595603
247	31	33	23	25	-0.280382842
248	32	34	24	26	-0.276808099
249	33	35	25	27	-0.267202037
250	34	36	26	28	-0.27019578
251	35	37	27	29	-0.265392508
252	36	38	28	30	-0.274375516
253	37	39	29	31	-0.261805392
254	38	40	30	32	-0.270459928
255	39	41	31	33	-0.274305852
256	40	42	32	34	-0.269536955
257	41	43	33	35	-0.260833931
258	42	44	34	36	-0.272502316
259	43	45	35	37	-0.274802076
260	44	46	36	38	-0.260581782
261	45	47	37	39	-0.275326475
262	46	48	38	40	-0.273413504
263	47	49	39	41	-0.254850909
264	48	50	40	42	-0.273178233
265	7	10	1	4	-1.811328087
266	8	11	2	5	-1.782036399
267	9	12	3	6	-1.784552988
268	10	13	4	7	-1.753865068
269	11	14	5	8	-1.837155091
270	12	15	6	9	-1.780159556
271	13	16	7	10	-1.808022653
272	14	17	8	11	-1.784626363
273	15	18	9	12	-1.659825159
274	16	19	10	13	-1.641429174
275	17	20	11	14	-1.617311823
276	18	21	12	15	-1.550154621
277	19	22	13	16	-1.544000679
278	20	23	14	17	-1.577366787
279	21	24	15	18	-1.563777757
280	22	25	16	19	-1.598384192
281	23	26	17	20	-1.678473402
282	24	27	18	21	-1.687712421
283	25	28	19	22	-1.755535074
284	26	29	20	23	-1.771110739
285	27	30	21	24	-1.854507463
286	28	31	22	25	-1.825611293
287	29	32	23	26	-1.78273431
288	30	33	24	27	-1.826852976
289	31	34	25	28	-1.899282052
290	32	35	26	29	-1.754448286
291	33	36	27	30	-1.792576332
292	34	37	28	31	-1.753702802
293	35	38	29	32	-1.759552046
294	36	39	30	33	-1.81346208
295	37	40	31	34	-1.770749112
296	38	41	32	35	-1.802089697
297	39	42	33	36	-1.734058987
298	40	43	34	37	-1.767727334
299	41	44	35	38	-1.748402076
300	42	45	36	39	-1.743698695
301	43	46	37	40	-1.781941136
302	44	47	38	41	-1.752363935
303	45	48	39	42	-1.699426578
304	46	49	40	43	-1.714450611
305	47	50	41	44	-1.738527334
306	10	13	1	4	-0.468855546
307	11	14	2	5	-0.486983364
308	12	15	3	6	-0.459468188
309	13	16	4	7	-0.449684545
310	14	17	5	8	-0.422731313
