905
1	3	4	1	2	-4.96637131
2	4	5	2	3	-5.388738247
3	5	6	3	4	-4.56813105
4	6	7	4	5	-5.639695538
5	7	8	5	6	-4.815790963
6	8	9	6	7	-5.314836924
7	9	10	7	8	-4.854799086
8	10	11	8	9	-5.022097
9	11	12	9	10	-5.017684627
10	12	13	10	11	-5.065198932
11	13	14	11	12	-4.811998052
12	14	15	12	13	-5.677196131
13	15	16	13	14	-4.707240198
14	16	17	14	15	-4.706437228
15	17	18	15	16	-4.588633097
16	18	19	16	17	-5.08895139
17	19	20	17	18	-5.480982044
18	20	21	18	19	-6.16751192
19	21	22	19	20	-4.869920806
20	22	23	20	21	-5.234186449
21	23	24	21	22	-5.078536281
22	24	25	22	23	-5.387327046
23	25	26	23	24	-5.147825047
24	26	27	24	25	-5.561273999
25	27	28	25	26	-5.242733109
26	28	29	26	27	-5.136527048
27	29	30	27	28	-4.995873843
28	30	31	28	29	-5.149220251
29	31	32	29	30	-4.930040743
30	32	33	30	31	-5.191251381
31	33	34	31	32	-5.193484366
32	34	35	32	33	-5.552188807
33	35	36	33	34	-5.32190219
34	36	37	34	35	-5.32782554
35	37	38	35	36	-5.557707506
36	38	39	36	37	-5.179730564
37	39	40	37	38	-5.465187079
38	40	41	38	39	-5.840399202
39	41	42	39	40	-4.795109357
40	42	43	40	41	-5.335175551
41	43	44	41	42	-4.948303474
42	44	45	42	43	-4.973900854
43	45	46	43	44	-5.612980659
44	46	47	44	45	-4.648034834
45	47	48	45	46	-4.823554373
46	48	49	46	47	-4.797687242
47	49	50	47	48	-4.833683043
48	4	5	1	2	-1.218313147
49	5	6	2	3	-1.307101947
50	6	7	3	4	-1.43567911
51	7	8	4	5	-1.414016785
52	8	9	5	6	-1.272554993
53	9	10	6	7	-1.335761102
54	10	11	7	8	-1.366072991
55	11	12	8	9	-1.169191865
56	12	13	9	10	-1.37280245
57	13	14	10	11	-1.490966133
58	14	15	11	12	-1.301702466
59	15	16	12	13	-1.344374953
60	16	17	13	14	-1.339689086
61	17	18	14	15	-1.31430734
62	18	19	15	16	-1.540095811
63	19	20	16	17	-1.31702833
64	20	21	17	18	-1.467967181
65	21	22	18	19	-1.493440674
66	22	23	19	20	-1.306846738
67	23	24	20	21	-1.289089652
68	24	25	21	22	-1.223527932
69	25	26	22	23	-1.409028324
70	26	27	23	24	-1.192957538
71	27	28	24	25	-1.473914461
72	28	29	25	26	-1.336432752
73	29	30	26	27	-1.637575737
74	30	31	27	28	-1.27701944
75	31	32	28	29	-1.159820981
76	32	33	29	30	-1.345676516
77	33	34	30	31	-1.349770228
78	34	35	31	32	-1.196708792
79	35	36	32	33	-1.180321481
80	36	37	33	34	-1.499958121
81	37	38	34	35	-1.213023846
82	38	39	35	36	-1.131497664
83	39	40	36	37	-1.233359057
84	40	41	37	38	-1.210124138
85	41	42	38	39	-1.396359588
86	42	43	39	40	-1.333797146
87	43	44	40	41	-1.291616504
88	44	45	41	42	-1.365137308
89	45	46	42	43	-1.525258796
90	46	47	43	44	-1.344043817
91	47	48	44	45	-1.243845513
92	48	49	45	46	-1.268244249
93	49	50	46	47	-1.432080648
94	5	6	1	2	-0.518354517
95	6	7	2	3	-0.526945268
96	7	8	3	4	-0.622819564
97	8	9	4	5	-0.539185364
98	9	10	5	6	-0.481111261
99	10	11	6	7	-0.558945995
100	11	12	7	8	-0.528164203
101	12	13	8	9	-0.551253723
102	13	14	9	10	-0.556591957
103	14	15	10	11	-0.559342691
104	15	16	11	12	-0.470484529
105	16	17	12	13	-0.434885436
106	17	18	13	14	-0.476599661
107	18	19	14	15	-0.468255887
108	19	20	15	16	-0.560235435
109	20	21	16	17	-0.50131922
110	21	22	17	18	-0.459616289
111	22	23	18	19	-0.518359129
112	23	24	19	20	-0.522670245
113	24	25	20	21	-0.523426811
114	25	26	21	22	-0.498554397
115	26	27	22	23	-0.668608325
116	27	28	23	24	-0.49342549
117	28	29	24	25	-0.471259588
118	29	30	25	26	-0.568759997
119	30	31	26	27	-0.527757123
120	31	32	27	28	-0.513819796
121	32	33	28	29	-0.524631663
122	33	34	29	30	-0.503750647
123	34	35	30	31	-0.53835845
124	35	36	31	32	-0.484772852
125	36	37	32	33	-0.610164131
126	37	38	33	34	-0.500227436
127	38	39	34	35	-0.539019574
128	39	40	35	36	-0.556108076
129	40	41	36	37	-0.551071883
130	41	42	37	38	-0.583769451
131	42	43	38	39	-0.566024655
132	43	44	39	40	-0.557314101
133	44	45	40	41	-0.481025227
134	45	46	41	42	-0.537799492
135	46	47	42	43	-0.492816691
136	47	48	43	44	-0.520900615
137	48	49	44	45	-0.48076383
138	49	50	45	46	-0.611401211
139	5	7	1	3	-2.681509049
140	6	8	2	4	-2.798596841
141	7	9	3	5	-2.546410196
142	8	10	4	6	-2.248419102
143	9	11	5	7	-2.798469496
144	10	12	6	8	-2.866780966
145	11	13	7	9	-2.738000811
146	12	14	8	10	-2.646450711
147	13	15	9	11	-2.603783537
148	14	16	10	12	-2.865460097
149	15	17	11	13	-2.659151693
150	16	18	12	14	-2.397908712
151	17	19	13	15	-2.27075954
152	18	20	14	16	-2.165633889
153	19	21	15	17	-2.581285461
154	20	22	16	18	-2.787852703
155	21	23	17	19	-2.451148268
156	22	24	18	20	-2.280544279
157	23	25	19	21	-2.667307221
158	24	26	20	22	-2.921935821
159	25	27	21	23	-2.5989922
160	26	28	22	24	-2.51945039
161	27	29	23	25	-2.783095493
162	28	30	24	26	-2.650566108
163	29	31	25	27	-2.855402456
164	30	32	26	28	-2.496356178
165	31	33	27	29	-2.814459118
