905
1	3	4	1	2	-5.364432691
2	4	5	2	3	-5.261991759
3	5	6	3	4	-5.090174054
4	6	7	4	5	-5.296829017
5	7	8	5	6	-5.146977005
6	8	9	6	7	-5.377733956
7	9	10	7	8	-5.314742772
8	10	11	8	9	-5.40642078
9	11	12	9	10	-5.194708235
10	12	13	10	11	-5.03943816
11	13	14	11	12	-5.400125602
12	14	15	12	13	-4.840259622
13	15	16	13	14	-5.572164414
14	16	17	14	15	-5.561732536
15	17	18	15	16	-5.12848869
16	18	19	16	17	-5.580684951
17	19	20	17	18	-5.417318193
18	20	21	18	19	-5.374789303
19	21	22	19	20	-5.564179967
20	22	23	20	21	-5.307813579
21	23	24	21	22	-5.602349652
22	24	25	22	23	-5.446369407
23	25	26	23	24	-5.502643622
24	26	27	24	25	-5.410310395
25	27	28	25	26	-4.945820189
26	28	29	26	27	-5.580571628
27	29	30	27	28	-5.889958556
28	30	31	28	29	-5.109583913
29	31	32	29	30	-5.320461692
30	32	33	30	31	-5.211259843
31	33	34	31	32	-5.249680197
32	34	35	32	33	-4.742780023
33	35	36	33	34	-5.204218275
34	36	37	34	35	-5.020895099
35	37	38	35	36	-4.886875342
36	38	39	36	37	-5.009654469
37	39	40	37	38	-4.854226869
38	40	41	38	39	-4.968631511
39	41	42	39	40	-4.980026366
40	42	43	40	41	-5.566166702
41	43	44	41	42	-5.049416266
42	44	45	42	43	-5.33672285
43	45	46	43	44	-4.992268248
44	46	47	44	45	-5.297792862
45	47	48	45	46	-5.281518203
46	48	49	46	47	-4.943281655
47	49	50	47	48	-5.027757663
48	4	5	1	2	-1.150779326
49	5	6	2	3	-1.240870045
50	6	7	3	4	-1.186146838
51	7	8	4	5	-1.227525443
52	8	9	5	6	-1.381839279
53	9	10	6	7	-1.336927308
54	10	11	7	8	-1.321243517
55	11	12	8	9	-1.368536304
56	12	13	9	10	-1.358738998
57	13	14	10	11	-1.411570031
58	14	15	11	12	-1.39634642
59	15	16	12	13	-1.390120306
60	16	17	13	14	-1.323721922
61	17	18	14	15	-1.378915884
62	18	19	15	16	-1.224400255
63	19	20	16	17	-1.276465863
64	20	21	17	18	-1.353524017
65	21	22	18	19	-1.361210196
66	22	23	19	20	-1.392697532
67	23	24	20	21	-1.441974592
68	24	25	21	22	-1.401073686
69	25	26	22	23	-1.346769574
70	26	27	23	24	-1.505516616
71	27	28	24	25	-1.379711822
72	28	29	25	26	-1.250364798
73	29	30	26	27	-1.270502363
74	30	31	27	28	-1.268517622
75	31	32	28	29	-1.327277162
76	32	33	29	30	-1.357535188
77	33	34	30	31	-1.337985383
78	34	35	31	32	-1.241010194
79	35	36	32	33	-1.365637896
80	36	37	33	34	-1.209054933
81	37	38	34	35	-1.403961645
82	38	39	35	36	-1.179504309
83	39	40	36	37	-1.354961929
84	40	41	37	38	-1.328892758
85	41	42	38	39	-1.326822026
86	42	43	39	40	-1.358394786
87	43	44	40	41	-1.21804194
88	44	45	41	42	-1.409536561
89	45	46	42	43	-1.299633584
90	46	47	43	44	-1.325403168
91	47	48	44	45	-1.331269891
92	48	49	45	46	-1.245828805
93	49	50	46	47	-1.421639155
94	5	6	1	2	-0.466995177
95	6	7	2	3	-0.518021266
96	7	8	3	4	-0.508918237
97	8	9	4	5	-0.540099756
98	9	10	5	6	-0.501693441
99	10	11	6	7	-0.590524997
100	11	12	7	8	-0.530752388
101	12	13	8	9	-0.582999754
102	13	14	9	10	-0.503701985
103	14	15	10	11	-0.512337296
104	15	16	11	12	-0.534897668
105	16	17	12	13	-0.534033595
106	17	18	13	14	-0.522973579
107	18	19	14	15	-0.512180338
108	19	20	15	16	-0.508570283
109	20	21	16	17	-0.467514093
110	21	22	17	18	-0.538653031
111	22	23	18	19	-0.551238069
112	23	24	19	20	-0.484286691
113	24	25	20	21	-0.528680369
114	25	26	21	22	-0.531703483
115	26	27	22	23	-0.536048414
116	27	28	23	24	-0.563039594
117	28	29	24	25	-0.507986464
118	29	30	25	26	-0.545406863
119	30	31	26	27	-0.516713172
120	31	32	27	28	-0.585711949
121	32	33	28	29	-0.546813524
122	33	34	29	30	-0.565326809
123	34	35	30	31	-0.559629596
124	35	36	31	32	-0.508396339
125	36	37	32	33	-0.564629789
126	37	38	33	34	-0.522481222
127	38	39	34	35	-0.503718985
128	39	40	35	36	-0.561827687
129	40	41	36	37	-0.519090366
130	41	42	37	38	-0.556460954
131	42	43	38	39	-0.592604885
